Unnamed: 0;hierarchy;code_full;code;label;description;point;Niveau 1;Niveau 2;Niveau 3;Niveau 4;Niveau 5;Niveau 6;Niveau 7;Tags;x;y
36;Acheminement / Abattoir - Processus;01.52_v2, C, PRZ-C 01;PRZ-C 01;Animaux acheminés avec ménagement;"
Exigences
- Les instruments électriques d'aide à l'acheminement ne peuvent être utilisés que sur des porcs et des bovins. Les animaux doivent être en bonne santé, indemnes de blessures et capables de marcher ;
- Seule l'application à la musculature des membres postérieurs est admise ;
- L'utilisation d'instruments électriques d'aide à l'acheminement n'est admise que dans les couloirs où les animaux marchent en file indienne ou juste avant l'entrée dans l'installation de contention ;
- L'instrument électrique d'aide à l'acheminement ne peut être actionné à plusieurs reprises que si l'animal réagit et peut fuir la décharge électrique ;
- Les appareils d'étourdissement électrique ne sont pas utilisés comme instruments d'aide à l'acheminement des animaux.
";https://agriculture.ld.admin.ch/inspection/57A74BCEB4DD1D05E0532D0E870A0EAF;Abattoir - Processus;Acheminement;;;;;;Acheminement, Abattoir, Animaux, Instruments électriques, Contention, Étourdissement;-9.094357;10.258185
37;Acheminement / Abattoir - Processus;01.52_v2, C, PRZ-C 03;PRZ-C 03;Ordre et propreté garantis;"
Exigences
- L'ordre garantit le bon déroulement des processus de travail ;
- Les souillures sont régulièrement éliminées.
";https://agriculture.ld.admin.ch/inspection/57A74BCEB4DE1D05E0532D0E870A0EAF;Abattoir - Processus;Acheminement;;;;;;Acheminement, Abattoir, Processus, Ordre, Propreté;-5.502768;-0.998307
38;Acheminement / Abattoir - Processus;01.52_v2, C, PRZ-C 02;PRZ-C 02;Niveau sonore < 85 dB;"
Exigences
- Au maximum 85 dB dans les aires d'attente et les zones d'acheminement lorsque l'installation est en fonction ;
- Des pics sonores sporadiques sont admis.
";https://agriculture.ld.admin.ch/inspection/57A74BCEB9181D05E0532D0E870A0EAF;Abattoir - Processus;Acheminement;;;;;;Acheminement, Abattoir, Niveau sonore, Exigences;-7.8157024;8.7921915
39;Agneau (mouton) / Interventions entraînant des douleurs;03.60_v1, C, 01;01;Prérequis techniques (qualifications);"
La personne responsable sur l’exploitation a suivi le cours théorique (AC niveau 1) et la formation pratique (AC niveau 2) pour réaliser l’anesthésie lors de la castration.
";https://agriculture.ld.admin.ch/inspection/04CF4D875AD5459790C7982725B5760B;Interventions entraînant des douleurs;Agneau (mouton);;;;;;Anesthésie, Castration, Qualifications;-22.573816;18.636765
40;Agneau (mouton) / Interventions entraînant des douleurs;03.60_v1, C, 03;03;Préparation des animaux;"
Dans la partie distincte de l’étable où sera pratiquée l’intervention, il y a une température adéquate, un espace suffisant et l’hygiène requise. Les agneaux malades ou très affaiblis ne sont pas castrés.
Une dose supplémentaire d’anti-inflammatoires (analgésiques) est administrée avant (au moins 15 minutes) et après l’intervention.
Une prophylaxie antitétanique est effectuée.
Le délai d’attente de 10 minutes avant l’effet de l’anesthésie locale est respecté.
";https://agriculture.ld.admin.ch/inspection/130B111F1D794B1188146E1F5E29AAD7;Interventions entraînant des douleurs;Agneau (mouton);;;;;;Préparation des animaux, Bien-être animal, Santé animale, Anesthésie, Prophylaxie;-21.385386;18.955778
41;Agneau (mouton) / Interventions entraînant des douleurs;03.60_v1, C, 07;07;Les données enregistrées et la quantité de médicaments sont plausibles;"
L’acquisition, l’utilisation et la quantité d’anesthésique local sont plausibles et documentées.
Les médicaments sont stockés correctement.
En cas de remise de médicaments à titre de stock, il existe une convention sur la médication vétérinaire.
";https://agriculture.ld.admin.ch/inspection/38D867C67ABB417DB5DF3B59F86F2A6D;Interventions entraînant des douleurs;Agneau (mouton);;;;;;médicaments, anesthésique, stockage, médication vétérinaire;-68.65607;12.046381
42;Agneau (mouton) / Interventions entraînant des douleurs;03.60_v1, C, 02;02;Âge correct lors de l’intervention;"
Les veaux sont âgés de 2 semaines maximum au moment de la castration.
";https://agriculture.ld.admin.ch/inspection/5BE8B9EEFD9D4A1D8CA1A002488200BD;Interventions entraînant des douleurs;Agneau (mouton);;;;;;castration;-20.763493;17.913982
43;Agneau (mouton) / Interventions entraînant des douleurs;03.60_v1, C, 06;06;Réalisation d’une intervention douloureuse (technique), y compris surveillance;"
Castration dans les règles de l’art et respectant les règles d’hygiène (anneaux en caoutchouc ou pince Burdizzo) avec des instruments propres (y compris l’hygiène des détenteurs d’animaux).
Après la castration, les agneaux sont placés dans un endroit chaud et propre.
";https://agriculture.ld.admin.ch/inspection/6F370A6E66A346E685C7AB900C8CD89E;Interventions entraînant des douleurs;Agneau (mouton);;;;;;Castration, Agneaux, Hygiène, Surveillance;-21.511042;19.06407
44;Agneau (mouton) / Interventions entraînant des douleurs;03.60_v1, C, 04;04;Matériel (entretien, propreté, utilisation correcte);"
Le matériel utilisé est propre et en bon état de fonctionnement.
";https://agriculture.ld.admin.ch/inspection/C6C9F135F4384429B41B8D6CDC759549;Interventions entraînant des douleurs;Agneau (mouton);;;;;;Matériel agricole, Entretien, Propreté;-21.623777;15.403349
45;Agneau (mouton) / Interventions entraînant des douleurs;03.60_v1, C, 05;05;Suppression de la douleur/profondeur de l’anesthésie;"
Tous les animaux atteignent le degré 1.
Degré 1 : pas de mouvements ni de vocalisations
Degré 2 : 1 à 2 mouvements, pas de vocalisations 
Degré 3 : plusieurs mouvements, faibles vocalisations
Degré 4 : mouvements marqués et fortes vocalisations
";https://agriculture.ld.admin.ch/inspection/FCE15C2A071B4A55BB24DAD0E879BBBA;Interventions entraînant des douleurs;Agneau (mouton);;;;;;Anesthésie, Douleur, Agneau, Mouton;-24.781767;16.66464
46;Agneaux / Prot.anim. - moutons / Protection des animaux (animaux de rente) / Exigences légales minimales;03.33_v1, 31, 07;07;Éclairage;"
Les conditions sont remplies lorsque :
- l'intensité de l'éclairage durant la journée atteint au moins 15 Lux a) dans l'aire où se tiennent les animaux, sauf dans les aires de repos et de retraite si les animaux peuvent se rendre en permanence sur un autre emplacement suffisamment éclairé ;
- l'intensité requise de l'éclairage est obtenue par la lumière du jour b) ;
Dans les locaux de stabulation existant au 1er septembre 2008, il convient d'utiliser les possibilités actuelles permettant d'obtenir un éclairage naturel suffisant ou de les créer moyennant un investissement ou un travail raisonnables. Si l'éclairage par de la lumière naturelle est insuffisant, il faut le signaler à l'autorité cantonale responsable de l'exécution de la protection des animaux qui examinera le cas.
- l'éclairage naturel insuffisant est complété par un appoint de lumière artificielle pendant au moins 8 heures et au plus 16 heures par jour ; les lampes à UV ne remplacent pas la lumière du jour ;
- les programmes d'éclairage utilisés ne comportent pas plus d'une période d'obscurité par 24 heures.

Information
a) Règle générale : un éclairage de 15 Lux permet de remplir le rapport de contrôle lors d'une journée de clarté moyenne à hauteur d'animal.
b) En règle générale, la surface totale transparente dans les parois ou le plafond doit correspondre à au moins un vingtième de la surface du sol.
";https://agriculture.ld.admin.ch/inspection/05B3DA2C13E84548A1D4C68251BF91FD;Exigences légales minimales;Protection des animaux (animaux de rente);Prot.anim. - moutons;Agneaux;;;;Prot.anim. - moutons, Exigences légales minimales, Éclairage;-23.03438;75.5522
47;Agneaux / Prot.anim. - moutons / Protection des animaux (animaux de rente) / Exigences légales minimales;03.33_v1, 31, 14;14;Interventions sur l'animal;"
Les conditions sont remplies lorsque les conditions suivantes sont respectées :
- de manière générale, les interventions provoquant des douleurs sont pratiquées seulement sous anesthésie, par une personne compétente 1) ; 
- les détenteurs d'animaux castrent les agneaux mâles de leur troupeau durant leurs deux premières semaines, conformément à la loi et de façon correcte a) ;
- seule des personnes compétentes procèdent sans anesthésie à la seule intervention suivante :
- raccourcissement de la queue 2) des agneaux avant l'âge de huit jours.
Il est interdit :
- d'utiliser des anneaux élastiques et des substances corrosives pour l'écornage ou l'ablation des bourgeons des cornes ;
- d'effectuer des interventions sur le pénis des béliers détecteurs d'œstrus.

Remarques
1) Pour les interventions pratiquées sous anesthésie, sont considérés comme personnes compétentes les vétérinaires ainsi que les détenteurs d'animaux pouvant fournir une attestation de compétences visée à l'art. 32 OPAn.
2) Pour les interventions pratiquées sans anesthésie visées à l'art. 15, al. 2, OPAn, sont considérés comme personnes compétentes les personnes qui ont acquis les connaissances nécessaires et l'expérience pratique, et qui les pratiquent régulièrement. Le moignon de la queue doit recouvrir l'anus et la vulve.

Information
a) La fiche thématique Protection des animaux n° 7.5 « Prescriptions légales relatives à la castration précoce des agneaux par leur détenteur » expliquent les prescriptions définies dans la législation sur la protection des animaux et relative aux produits thérapeutiques. Une checklist relative à la castration précoce conformément au droit en vigueur est disponible sur www.osav.admin.ch.
";https://agriculture.ld.admin.ch/inspection/0674EA7D8E764373AA3B664345E33FB8;Exigences légales minimales;Protection des animaux (animaux de rente);Prot.anim. - moutons;Agneaux;;;;Agneaux, Castration, Protection animale, Législation, Interventions, Animaux de rente;-20.525887;20.633013
48;Agneaux / Prot.anim. - moutons / Protection des animaux (animaux de rente) / Exigences légales minimales;03.33_v1, 31, 12;12;Détention prolongée en plein air;"
Les conditions sont remplies lorsque :
- en cas de conditions météorologiques extrêmes a), les animaux ont accès à une protection naturelle ou artificielle s'ils ne sont pas rentrés dans les locaux de stabulation ;
- l'abri servant de protection contre les conditions météorologiques extrêmes permet à tous les animaux de s'y abriter en même temps, d'y être protégés contre l'humidité, le vent et un fort rayonnement solaire et d'y trouver une aire de repos suffisamment sèche ;
- un abri contre l'humidité et le froid qui est conforme aux dimensions minimales figurant dans l'annexe n'est pas utilisé pour l'affouragement ;
- les animaux reçoivent de la nourriture appropriée dans le cas où ils ne trouveraient pas assez de fourrage sur le pâturage. Le fourrage mis à disposition pour compléter la pâture doit remplir les exigences standard en termes de qualité et d'hygiène. Au besoin, il faut avoir recours à des dispositifs d'affouragement appropriés (p. ex. râtelier couvert) ;
- les sols des emplacements où les animaux se tiennent généralement ne sont ni boueux, ni fortement souillés par des excréments ou de l'urine ;
- l'état de santé et le bienêtre des animaux sont contrôlés en règle générale quotidiennement, notamment leur état général et la présence éventuelle de blessures, de boiteries, de diarrhée et d'autres signes de maladie ; dans les régions d'estivage, la fréquence des contrôles peut être réduite de manière appropriée ;
- on renonce seulement exceptionnellement et dans des circonstances particulières à la tournée de contrôle, pour autant que l'approvisionnement des animaux en nourriture et en eau soit assuré ;
- les animaux sont contrôlés au moins deux fois par jour dans le cas où une femelle est sur le point de mettre bas ou si des jeunes viennent de naître ;
- en période d'affouragement hivernal, les moutons sont rentrés dans les locaux de stabulation avant la mise bas et que, durant les deux premières semaines qui suivent la naissance des jeunes, ils ont en permanence accès à un abri ;
- des mesures appropriées sont prises pour satisfaire les besoins en repos et de protection des animaux dans le cas où il n'existe pas, dans la région d'estivage, de protection adaptée contre les conditions météorologiques extrêmes.

Information
a) Par « conditions météorologiques extrêmes », il faut entendre des conditions météorologiques qui se caractérisent soit par la chaleur et un fort ensoleillement, soit par un froid humide accompagné de vent.
";https://agriculture.ld.admin.ch/inspection/0B2084F1164D4BEDA2A559052E60D37F;Exigences légales minimales;Protection des animaux (animaux de rente);Prot.anim. - moutons;Agneaux;;;;Prot.anim., Moutons, Bien-être animal, Conditions météorologiques, Exigences légales, Pâturage;-8.891665;37.52091
49;Agneaux / Prot.anim. - moutons / Protection des animaux (animaux de rente) / Exigences légales minimales;03.33_v1, 31, 01;01;Formation;"
Les conditions sont remplies lorsque la personne détenant les animaux ou en assumant la garde peut fournir l'attestation de la formation suivante :
Pour les personnes enregistrées comme exploitant d'une exploitation agricole ou comme détenteur de moutons depuis le 1er septembre 2008
- formation agricole 1) en cas de détention de plus de 10 unités de gros bétail de rente ;  
- attestation de compétences 2) dans une région de montagne où les soins à apporter occupent moins de 0,5 de maind'œuvre standard ; 
- formation agricole dans une exploitation d'estivage 3) ; 
- attestation de compétences 2) en cas de détention de plus de 10 moutons (les jeunes dépendant de leur mère ne sont pas comptabilisés) et au maximum de 10 unités de gros bétail de rente.

Remarques
1) Professions de l'agriculture, tels qu'agriculteur, paysan, agronome ou une formation équivalente dans une profession spécialisée de l'agriculture. Ou une autre profession complétée par une formation qualifiante dans l'agriculture accomplie dans les deux ans qui suivent la reprise de l'exploitation ou par une activité pratique attestée de trois ans au moins sur une exploitation agricole.
2) L'attestation de compétences peut être obtenue via un cours, un stage ou une confirmation officielle d'une expérience de trois ans au moins avec l'espèce en question.
3) Si la personne qui assume la garde des animaux d'une exploitation d'estivage n'a pas suivi de formation agricole, l'exploitant de l'exploitation d'estivage doit veiller à ce que le personnel qui s'occupe des animaux travaille sous la surveillance d'une personne qui a suivi l'une des formations visées au chiffre 1).
Les personnes déjà enregistrées comme exploitant d'une exploitation agricole ou comme détenteur de moutons depuis le 1er septembre 20008
- sont dispensées de suivre la formation requise (profession agricole, attestation de compétences pour la détention d'un certain nombre d'animaux domestiques).

Information
- Si l'exploitant d'une exploitation agricole ou le détenteur des moutons a changé depuis le dernier contrôle du respect de la protection des animaux, il faut vérifier que les conditions sont toujours remplies.
";https://agriculture.ld.admin.ch/inspection/19DE76EE14DF491EA717512B7E52DF82;Exigences légales minimales;Protection des animaux (animaux de rente);Prot.anim. - moutons;Agneaux;;;;Prot.anim. - moutons, Formation, Exigences légales minimales;-39.08193;21.79658
